state_abbr,state_fips,county_fips,county_name,tract_code,stcotr_fips,stpl_fips,city_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,date_export,geo_level,version,suggested_citation
IL,17,31,Cook County,61000,17031061000,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.3,2.1,2.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61100,17031061100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,1.9,1.8,2,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61200,17031061200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.4,2.3,2.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61500,17031061500,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.6,2.5,2.7,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61800,17031061800,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.1,3.8,4.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61901,17031061901,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.6,4.3,4.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61902,17031061902,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.9,5.5,6.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62000,17031062000,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.7,2.5,2.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62100,17031062100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.2,3,3.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62200,17031062200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.1,1.9,2.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62300,17031062300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.3,2.2,2.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62400,17031062400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3,2.8,3.2,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62500,17031062500,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.7,3.5,3.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62600,17031062600,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.1,2.9,3.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62700,17031062700,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.3,3.1,3.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62800,17031062800,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.8,2.6,3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62900,17031062900,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.5,2.4,2.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63000,17031063000,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.5,2.4,2.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63100,17031063100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.7,2.5,2.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63200,17031063200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.1,4.8,5.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63301,17031063301,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5,4.8,5.2,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63302,17031063302,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.7,3.5,3.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63303,17031063303,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.4,7.5,9.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63400,17031063400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.5,2.3,2.7,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70101,17031070101,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.9,5.5,6.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70102,17031070102,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.3,3.1,3.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70103,17031070103,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.8,2.7,2.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70200,17031070200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.5,3.3,3.7,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70300,17031070300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.3,2.2,2.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70400,17031070400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.4,5.1,5.7,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70500,17031070500,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.6,4.2,5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70600,17031070600,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.7,3.4,4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70700,17031070700,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.6,4.3,4.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71000,17031071000,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.3,2.1,2.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71100,17031071100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.3,3,3.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71200,17031071200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.8,4.5,5.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71300,17031071300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.7,3.5,3.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71400,17031071400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.3,5,5.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71500,17031071500,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.9,3.7,4.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71600,17031071600,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.6,5.3,5.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71700,17031071700,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.2,4.9,5.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71800,17031071800,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.1,4.8,5.4,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80100,17031080100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,7.1,6.7,7.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80201,17031080201,1714000,Chicago,Diabetes,6,total population,1,-999,-999,6.6,6.1,7.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80202,17031080202,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.5,5.2,5.8,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80300,17031080300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.4,3.2,3.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80400,17031080400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,9.5,8.8,10.2,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81000,17031081000,1714000,Chicago,Diabetes,6,total population,1,-999,-999,7.1,6.7,7.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81100,17031081100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.4,5.1,5.7,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81201,17031081201,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.7,5.3,6.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81202,17031081202,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8,7.4,8.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81300,17031081300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.3,7.7,8.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81401,17031081401,1714000,Chicago,Diabetes,6,total population,1,-999,-999,7.8,7.3,8.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81402,17031081402,1714000,Chicago,Diabetes,6,total population,1,-999,-999,5.5,5.2,5.8,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81403,17031081403,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.3,4.1,4.5,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81500,17031081500,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4.8,4.5,5.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81600,17031081600,1714000,Chicago,Diabetes,6,total population,1,-999,-999,4,3.8,4.2,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81700,17031081700,1714000,Chicago,Diabetes,6,total population,1,-999,-999,3.9,3.7,4.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81800,17031081800,1714000,Chicago,Diabetes,6,total population,1,-999,-999,2.9,2.7,3.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81900,17031081900,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.7,8.1,9.3,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90100,17031090100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.2,7.5,8.9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90200,17031090200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,6.6,6.1,7.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90300,17031090300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,7.4,6.8,8,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100100,17031100100,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.4,7.8,9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100200,17031100200,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8.4,7.8,9,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100300,17031100300,1714000,Chicago,Diabetes,6,total population,1,-999,-999,9.4,8.7,10.1,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100400,17031100400,1714000,Chicago,Diabetes,6,total population,1,-999,-999,8,7.4,8.6,"2018, 1 Year Modeled Estimate",11/1/22,tract,13.1,
