state_abbr,state_fips,county_fips,county_name,tract_code,stcotr_fips,stpl_fips,city_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,date_export,geo_level,version,suggested_citation
IL,17,31,Cook County,30603,17031030603,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,24.5,23.7,25.3,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30604,17031030604,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,29.9,29.1,30.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30701,17031030701,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,26.6,25.8,27.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30702,17031030702,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,26.7,25.9,27.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30703,17031030703,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,32.6,31.7,33.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30706,17031030706,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,33.6,32.4,34.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30800,17031030800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.9,21.1,22.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,30900,17031030900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.8,21.1,22.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31000,17031031000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20,19.4,20.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31100,17031031100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.9,20.1,21.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31200,17031031200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,35.3,34.5,36.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31300,17031031300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,32.2,31.4,33,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31400,17031031400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,24.8,24.1,25.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31501,17031031501,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,34.7,33.8,35.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31502,17031031502,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,30.6,29.8,31.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31700,17031031700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,24.3,23.5,25.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31800,17031031800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.6,17.9,19.3,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,31900,17031031900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.9,19,20.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,32100,17031032100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.6,21,22.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40100,17031040100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,23.8,23.2,24.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40201,17031040201,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.4,20.7,22.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40202,17031040202,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,28.4,27.6,29.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40300,17031040300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,26,25.2,26.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40401,17031040401,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.8,19.1,20.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40402,17031040402,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16,15.5,16.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40600,17031040600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.1,17.4,18.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40700,17031040700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.9,19.1,20.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40800,17031040800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.8,21,22.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,40900,17031040900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18,17.3,18.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50100,17031050100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.7,16,17.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50200,17031050200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,22.7,21.9,23.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50300,17031050300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.9,21,22.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50500,17031050500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.7,18.8,20.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50600,17031050600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.6,15.1,16.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50700,17031050700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.7,15.2,16.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50800,17031050800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.7,16,17.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,50900,17031050900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,17.5,16.8,18.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,51000,17031051000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.6,14.8,16.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,51100,17031051100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.9,15.1,16.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,51200,17031051200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.6,14.8,16.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,51300,17031051300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.3,14.8,15.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,51400,17031051400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.4,18.6,20.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60100,17031060100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.1,15.4,16.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60200,17031060200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.5,17.8,19.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60300,17031060300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.1,14.5,15.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60400,17031060400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13.8,13.1,14.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60500,17031060500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,30,29,31,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60800,17031060800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.5,18.1,18.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,60900,17031060900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.2,20.6,21.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61000,17031061000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,11.2,10.6,11.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61100,17031061100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,10.6,10,11.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61200,17031061200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,11.7,11.2,12.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61500,17031061500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,12.5,12,13,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61800,17031061800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.8,16.1,17.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61901,17031061901,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.1,17.6,18.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,61902,17031061902,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,22.8,22,23.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62000,17031062000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13.3,12.6,14,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62100,17031062100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,14,13.3,14.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62200,17031062200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,11.3,10.7,11.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62300,17031062300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,11.9,11.3,12.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62400,17031062400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13.9,13.3,14.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62500,17031062500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.1,14.6,15.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62600,17031062600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,14.2,13.7,14.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62700,17031062700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.4,14.7,16.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62800,17031062800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,12.8,12.3,13.3,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,62900,17031062900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,12.3,11.8,12.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63000,17031063000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,11.9,11.4,12.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63100,17031063100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13,12.5,13.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63200,17031063200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.2,20.7,21.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63301,17031063301,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.6,19.1,20.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63302,17031063302,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.6,16.2,17,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63303,17031063303,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,33.1,31.4,34.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,63400,17031063400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,12.4,11.9,12.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70101,17031070101,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,22.4,21.7,23.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70102,17031070102,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15,14.4,15.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70103,17031070103,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13.1,12.6,13.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70200,17031070200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.6,15.1,16.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70300,17031070300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,12.1,11.5,12.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70400,17031070400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.6,19.8,21.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70500,17031070500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.1,19.3,20.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70600,17031070600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.9,15.3,16.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,70700,17031070700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,17.3,16.6,18,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71000,17031071000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,10.7,10.1,11.3,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71100,17031071100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,14.1,13.5,14.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71200,17031071200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,19.6,19,20.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71300,17031071300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16.6,16.1,17.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71400,17031071400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.9,20.2,21.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71500,17031071500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,17.1,16.6,17.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71600,17031071600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,22,21.3,22.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71700,17031071700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.3,20.7,21.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,71800,17031071800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.8,20.3,21.3,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80100,17031080100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,27.9,27.2,28.6,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80201,17031080201,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,26.9,25.9,27.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80202,17031080202,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,21.7,21.2,22.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80300,17031080300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,15.4,15,15.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,80400,17031080400,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,29.8,28.8,30.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81000,17031081000,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,24.4,23.7,25.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81100,17031081100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.8,20.2,21.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81201,17031081201,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,22.8,22.1,23.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81202,17031081202,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,30.8,29.7,31.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81300,17031081300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,30.7,29.7,31.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81401,17031081401,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,28.2,27.3,29.1,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81402,17031081402,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,20.6,20,21.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81403,17031081403,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,17.3,16.8,17.8,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81500,17031081500,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,18.9,18.3,19.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81600,17031081600,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,17.1,16.5,17.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81700,17031081700,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,16,15.5,16.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81800,17031081800,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,13.7,13.2,14.2,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,81900,17031081900,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,28.9,28.1,29.7,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90100,17031090100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,29.7,28.5,30.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90200,17031090200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,25.8,24.7,26.9,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,90300,17031090300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,28.3,27.2,29.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100100,17031100100,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,28.4,27.3,29.5,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100200,17031100200,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,29.4,28.4,30.4,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
IL,17,31,Cook County,100300,17031100300,1714000,Chicago,High blood pressure,9,total population,1,-999,-999,34.7,33.4,36,"2017, 1 Year Modeled Estimate",11/1/22,tract,13.1,
